country_raw,year,readiness_rank,readiness_score,era,iso3,n_countries_that_year,percentile_rank,percentile_rank_higher_is_better,score_percentile_within_year,tier
Fiji,2025,108,37.26,1,FJI,195,0.5538461538461539,0.4461538461538461,0.4512820512820513,Mid
Finland,2025,18,70.3,1,FIN,195,0.09230769230769231,0.9076923076923077,0.9128205128205128,Top
France,2025,2,80.81,1,FRA,195,0.010256410256410256,0.9897435897435898,0.9948717948717949,Top
Gabon,2025,133,28.41,1,GAB,195,0.6820512820512821,0.31794871794871793,0.3230769230769231,Bottom
Gambia (Republic of The),2025,153,23.64,1,GMB,195,0.7846153846153846,0.2153846153846154,0.2205128205128205,Bottom
Georgia,2025,87,42.75,1,GEO,195,0.4461538461538462,0.5538461538461539,0.558974358974359,Mid
Germany,2025,6,76.78,1,DEU,195,0.03076923076923077,0.9692307692307692,0.9743589743589743,Top
Ghana,2025,78,47.42,1,GHA,195,0.4,0.6,0.6051282051282051,Mid
Greece,2025,42,60.51,1,GRC,195,0.2153846153846154,0.7846153846153846,0.7871794871794872,Top
Grenada,2025,176,19.36,1,GRD,195,0.9025641025641026,0.09743589743589742,0.10256410256410256,Bottom
Guatemala,2025,129,29.34,1,GTM,195,0.6615384615384615,0.3384615384615385,0.3435897435897436,Mid
Guinea,2025,183,17.81,1,GIN,195,0.9384615384615385,0.06153846153846154,0.06666666666666667,Bottom
Guinea Bissau,2025,195,12.12,1,GNB,195,1.0,0.0,0.005128205128205128,Bottom
Guyana,2025,146,25.47,1,GUY,195,0.7487179487179487,0.2512820512820513,0.2564102564102564,Bottom
Haiti,2025,190,14.94,1,HTI,195,0.9743589743589743,0.02564102564102566,0.03076923076923077,Bottom
Honduras,2025,157,22.96,1,HND,195,0.8051282051282052,0.19487179487179485,0.2,Bottom
Hungary,2025,35,63.17,1,HUN,195,0.1794871794871795,0.8205128205128205,0.8256410256410256,Top
Iceland,2025,44,60.49,1,ISL,195,0.22564102564102564,0.7743589743589744,0.7794871794871795,Top
India,2025,27,66.55,1,IND,195,0.13846153846153847,0.8615384615384616,0.8666666666666667,Top
Indonesia,2025,46,59.87,1,IDN,195,0.2358974358974359,0.764102564102564,0.7692307692307693,Top
Iran (Islamic Republic of),2025,76,48.34,1,IRN,195,0.38974358974358975,0.6102564102564103,0.6153846153846154,Mid
Iraq,2025,128,29.37,1,IRQ,195,0.6564102564102564,0.3435897435897436,0.3487179487179487,Mid
Ireland,2025,17,70.58,1,IRL,195,0.08717948717948718,0.9128205128205128,0.9179487179487179,Top
Israel,2025,16,71.32,1,ISR,195,0.08205128205128205,0.9179487179487179,0.9230769230769231,Top
Italy,2025,25,68.81,1,ITA,195,0.1282051282051282,0.8717948717948718,0.8769230769230769,Top
Jamaica,2025,99,40.09,1,JAM,195,0.5076923076923077,0.49230769230769234,0.49743589743589745,Mid
Japan,2025,14,72.24,1,JPN,195,0.07179487179487179,0.9282051282051282,0.9333333333333333,Top
Jordan,2025,63,56.07,1,JOR,195,0.3230769230769231,0.676923076923077,0.6820512820512821,Top
Kazakhstan,2025,58,56.7,1,KAZ,195,0.29743589743589743,0.7025641025641025,0.7076923076923077,Top
Kenya,2025,68,52.55,1,KEN,195,0.3487179487179487,0.6512820512820513,0.6564102564102564,Mid
Kiribati,2025,150,23.9,1,KIR,195,0.7692307692307693,0.23076923076923073,0.2358974358974359,Bottom
Kuwait,2025,83,43.79,1,KWT,195,0.4256410256410256,0.5743589743589743,0.5794871794871795,Mid
Kyrgyzstan,2025,119,33.28,1,KGZ,195,0.6102564102564103,0.3897435897435897,0.39487179487179486,Mid
Lao People's Democratic Republic,2025,125,29.92,1,LAO,195,0.6410256410256411,0.3589743589743589,0.3641025641025641,Mid
Latvia,2025,51,59.14,1,LVA,195,0.26153846153846155,0.7384615384615385,0.7435897435897436,Top
Lebanon,2025,117,34.26,1,LBN,195,0.6,0.4,0.40512820512820513,Mid
Lesotho,2025,131,28.95,1,LSO,195,0.6717948717948717,0.32820512820512826,0.3333333333333333,Mid
Liberia,2025,189,15.65,1,LBR,195,0.9692307692307692,0.03076923076923077,0.035897435897435895,Bottom
Libya,2025,134,28.38,1,LBY,195,0.6871794871794872,0.3128205128205128,0.31794871794871793,Bottom
Liechtenstein,2025,98,40.19,1,LIE,195,0.5025641025641026,0.49743589743589745,0.5025641025641026,Mid
Lithuania,2025,29,65.31,1,LTU,195,0.14871794871794872,0.8512820512820513,0.8564102564102564,Top
Luxembourg,2025,33,64.28,1,LUX,195,0.16923076923076924,0.8307692307692307,0.8358974358974359,Top
Madagascar,2025,168,20.93,1,MDG,195,0.8615384615384616,0.1384615384615384,0.14358974358974358,Bottom
Malawi,2025,149,24.22,1,MWI,195,0.764102564102564,0.23589743589743595,0.24102564102564103,Bottom
Malaysia,2025,38,62.34,1,MYS,195,0.19487179487179487,0.8051282051282052,0.8102564102564103,Top
Maldives,2025,143,26.39,1,MDV,195,0.7333333333333333,0.2666666666666667,0.2717948717948718,Bottom
Mali,2025,152,23.78,1,MLI,195,0.7794871794871795,0.2205128205128205,0.22564102564102564,Bottom
Malta,2025,39,61.48,1,MLT,195,0.2,0.8,0.8051282051282052,Top
Marshall Islands,2025,177,18.92,1,MHL,195,0.9076923076923077,0.09230769230769231,0.09743589743589744,Bottom
Mauritania,2025,138,27.58,1,MRT,195,0.7076923076923077,0.29230769230769227,0.29743589743589743,Bottom
Mauritius,2025,67,52.76,1,MUS,195,0.3435897435897436,0.6564102564102564,0.6615384615384615,Mid
Mexico,2025,77,48.33,1,MEX,195,0.39487179487179486,0.6051282051282052,0.6102564102564103,Mid
Micronesia (Federated States of),2025,172,20.6,1,FSM,195,0.882051282051282,0.11794871794871797,0.12307692307692308,Bottom
Monaco,2025,105,38.62,1,MCO,195,0.5384615384615384,0.46153846153846156,0.4666666666666667,Mid
Mongolia,2025,94,40.86,1,MNG,195,0.48205128205128206,0.5179487179487179,0.5230769230769231,Mid
Montenegro,2025,100,39.9,1,MNE,195,0.5128205128205128,0.4871794871794872,0.49230769230769234,Mid
Morocco,2025,86,43.06,1,MAR,195,0.441025641025641,0.558974358974359,0.5641025641025641,Mid
Mozambique,2025,161,22.31,1,MOZ,195,0.8256410256410256,0.1743589743589744,0.1794871794871795,Bottom
Myanmar,2025,173,20.54,1,MMR,195,0.8871794871794871,0.11282051282051286,0.11794871794871795,Bottom
Namibia,2025,110,37.08,1,NAM,195,0.5641025641025641,0.4358974358974359,0.441025641025641,Mid
Nauru,2025,160,22.48,1,NRU,195,0.8205128205128205,0.17948717948717952,0.18461538461538463,Bottom
Nepal,2025,106,38.5,1,NPL,195,0.5435897435897435,0.45641025641025645,0.46153846153846156,Mid
Netherlands,2025,4,77.18,1,NLD,195,0.020512820512820513,0.9794871794871794,0.9846153846153847,Top
New Zealand,2025,37,62.7,1,NZL,195,0.18974358974358974,0.8102564102564103,0.8153846153846154,Top
Nicaragua,2025,163,22.23,1,NIC,195,0.8358974358974359,0.16410256410256407,0.16923076923076924,Bottom
Niger,2025,184,17.44,1,NER,195,0.9435897435897436,0.05641025641025643,0.06153846153846154,Bottom
Nigeria,2025,70,50.79,1,NGA,195,0.358974358974359,0.641025641025641,0.6461538461538462,Mid
North Macedonia,2025,107,37.57,1,MKD,195,0.5487179487179488,0.45128205128205123,0.4564102564102564,Mid
Norway,2025,10,74.84,1,NOR,195,0.05128205128205128,0.9487179487179487,0.9538461538461539,Top
Oman,2025,61,56.29,1,OMN,195,0.3128205128205128,0.6871794871794872,0.6923076923076923,Top
Pakistan,2025,81,45.38,1,PAK,195,0.4153846153846154,0.5846153846153845,0.5897435897435898,Mid
Palau,2025,151,23.8,1,PLW,195,0.7743589743589744,0.22564102564102562,0.23076923076923078,Bottom
Panama,2025,102,39.3,1,PAN,195,0.5230769230769231,0.4769230769230769,0.48205128205128206,Mid
Papua New Guinea,2025,135,27.98,1,PNG,195,0.6923076923076923,0.3076923076923077,0.3128205128205128,Bottom
Paraguay,2025,111,36.84,1,PRY,195,0.5692307692307692,0.4307692307692308,0.4358974358974359,Mid
Peru,2025,60,56.52,1,PER,195,0.3076923076923077,0.6923076923076923,0.6974358974358974,Top
Philippines,2025,43,60.51,1,PHL,195,0.2205128205128205,0.7794871794871795,0.7871794871794872,Top
Poland,2025,24,69.14,1,POL,195,0.12307692307692308,0.8769230769230769,0.882051282051282,Top
Portugal,2025,28,66.09,1,PRT,195,0.14358974358974358,0.8564102564102565,0.8615384615384616,Top
Qatar,2025,54,58.61,1,QAT,195,0.27692307692307694,0.7230769230769231,0.7282051282051282,Top
Republic of Korea,2025,5,76.89,1,KOR,195,0.02564102564102564,0.9743589743589743,0.9794871794871794,Top
Republic of Moldova,2025,71,50.59,1,MDA,195,0.3641025641025641,0.6358974358974359,0.6410256410256411,Mid
Romania,2025,57,56.73,1,ROU,195,0.2923076923076923,0.7076923076923076,0.7128205128205128,Top
Russian Federation,2025,49,59.57,1,RUS,195,0.2512820512820513,0.7487179487179487,0.7564102564102564,Top
Rwanda,2025,74,48.54,1,RWA,195,0.37948717948717947,0.6205128205128205,0.6256410256410256,Mid
Saint Kitts and Nevis,2025,170,20.85,1,KNA,195,0.8717948717948718,0.1282051282051282,0.13333333333333333,Bottom
Saint Lucia,2025,142,26.66,1,LCA,195,0.7282051282051282,0.27179487179487183,0.27692307692307694,Bottom
Saint Vincent and the Grenadines,2025,166,21.5,1,VCT,195,0.8512820512820513,0.14871794871794874,0.15384615384615385,Bottom
Samoa,2025,154,23.46,1,WSM,195,0.7897435897435897,0.2102564102564103,0.2153846153846154,Bottom
San Marino,2025,112,35.89,1,SMR,195,0.5743589743589743,0.4256410256410257,0.4307692307692308,Mid
Sao Tome and Principe,2025,180,18.37,1,STP,195,0.9230769230769231,0.07692307692307687,0.07948717948717948,Bottom
Saudi Arabia,2025,15,71.57,1,SAU,195,0.07692307692307693,0.9230769230769231,0.9282051282051282,Top
Senegal,2025,96,40.64,1,SEN,195,0.49230769230769234,0.5076923076923077,0.5128205128205128,Mid
Serbia,2025,40,60.96,1,SRB,195,0.20512820512820512,0.7948717948717949,0.8,Top
Seychelles,2025,140,27.24,1,SYC,195,0.717948717948718,0.28205128205128205,0.28717948717948716,Bottom
Sierra Leone,2025,175,19.68,1,SLE,195,0.8974358974358975,0.10256410256410253,0.1076923076923077,Bottom
Singapore,2025,7,76.42,1,SGP,195,0.035897435897435895,0.9641025641025641,0.9692307692307692,Top
Slovakia,2025,73,48.55,1,SVK,195,0.37435897435897436,0.6256410256410256,0.6307692307692307,Mid
Slovenia,2025,36,62.71,1,SVN,195,0.18461538461538463,0.8153846153846154,0.8205128205128205,Top
Solomon Islands,2025,162,22.28,1,SLB,195,0.8307692307692308,0.16923076923076918,0.17435897435897435,Bottom
Somalia,2025,164,21.82,1,SOM,195,0.841025641025641,0.15897435897435896,0.1641025641025641,Bottom
South Africa,2025,65,53.94,1,ZAF,195,0.3333333333333333,0.6666666666666667,0.6717948717948717,Top
South Sudan,2025,194,12.2,1,SSD,195,0.9948717948717949,0.00512820512820511,0.010256410256410256,Bottom
Spain,2025,13,74.22,1,ESP,195,0.06666666666666667,0.9333333333333333,0.9384615384615385,Top
Sri Lanka,2025,80,45.6,1,LKA,195,0.41025641025641024,0.5897435897435898,0.5948717948717949,Mid
State of Palestine,2025,115,35.54,1,PSE,195,0.5897435897435898,0.41025641025641024,0.4153846153846154,Mid
Sudan,2025,186,16.21,1,SDN,195,0.9538461538461539,0.0461538461538461,0.05128205128205128,Bottom
Suriname,2025,181,18.37,1,SUR,195,0.9282051282051282,0.07179487179487176,0.07948717948717948,Bottom
Sweden,2025,23,69.45,1,SWE,195,0.11794871794871795,0.882051282051282,0.8871794871794871,Top
Switzerland,2025,26,66.95,1,CHE,195,0.13333333333333333,0.8666666666666667,0.8717948717948718,Top
Syrian Arab Republic,2025,165,21.72,1,SYR,195,0.8461538461538461,0.15384615384615385,0.15897435897435896,Bottom
Taiwan,2025,31,64.81,1,TWN,195,0.15897435897435896,0.841025641025641,0.8461538461538461,Top
Tajikistan,2025,130,29.08,1,TJK,195,0.6666666666666666,0.33333333333333337,0.3384615384615385,Mid
Thailand,2025,34,63.22,1,THA,195,0.17435897435897435,0.8256410256410256,0.8307692307692308,Top
Timor-Leste,2025,179,18.39,1,TLS,195,0.9179487179487179,0.08205128205128209,0.08717948717948718,Bottom
Togo,2025,124,30.59,1,TGO,195,0.6358974358974359,0.36410256410256414,0.36923076923076925,Mid
Tonga,2025,156,23.11,1,TON,195,0.8,0.19999999999999996,0.20512820512820512,Bottom
Trinidad and Tobago,2025,120,32.73,1,TTO,195,0.6153846153846154,0.3846153846153846,0.38974358974358975,Mid
Tunisia,2025,88,42.23,1,TUN,195,0.4512820512820513,0.5487179487179488,0.5538461538461539,Mid
Türkiye,2025,53,58.91,1,TUR,195,0.2717948717948718,0.7282051282051283,0.7333333333333333,Top
Turkmenistan,2025,159,22.5,1,TKM,195,0.8153846153846154,0.18461538461538463,0.18974358974358974,Bottom
Tuvalu,2025,169,20.87,1,TUV,195,0.8666666666666667,0.1333333333333333,0.13846153846153847,Bottom
Uganda,2025,113,35.76,1,UGA,195,0.5794871794871795,0.42051282051282046,0.4256410256410256,Mid
Ukraine,2025,41,60.84,1,UKR,195,0.21025641025641026,0.7897435897435897,0.7948717948717948,Top
United Arab Emirates,2025,19,69.86,1,ARE,195,0.09743589743589744,0.9025641025641026,0.9076923076923077,Top
United Kingdom of Great Britain and Northern Ireland,2025,3,77.75,1,GBR,195,0.015384615384615385,0.9846153846153847,0.9897435897435898,Top
United Republic of Tanzania,2025,93,41.45,1,TZA,195,0.47692307692307695,0.523076923076923,0.5282051282051282,Mid
United States of America,2025,1,88.36,1,USA,195,0.005128205128205128,0.9948717948717949,1.0,Top
Uruguay,2025,55,58.47,1,URY,195,0.28205128205128205,0.717948717948718,0.7230769230769231,Top
Uzbekistan,2025,62,56.11,1,UZB,195,0.31794871794871793,0.6820512820512821,0.6871794871794872,Top
Vanuatu,2025,132,28.55,1,VUT,195,0.676923076923077,0.32307692307692304,0.3282051282051282,Bottom
"Venezuela, Bolivarian Republic of",2025,145,25.55,1,VEN,195,0.7435897435897436,0.2564102564102564,0.26153846153846155,Bottom
Viet Nam,2025,45,59.98,1,VNM,195,0.23076923076923078,0.7692307692307692,0.7743589743589744,Top
Yemen,2025,191,14.48,1,YEM,195,0.9794871794871794,0.02051282051282055,0.02564102564102564,Bottom
Zambia,2025,82,43.9,1,ZMB,195,0.4205128205128205,0.5794871794871794,0.5846153846153846,Mid
Zimbabwe,2025,126,29.53,1,ZWE,195,0.6461538461538462,0.3538461538461538,0.358974358974359,Mid
